timestamp,symbol,action,price,quantity,reason,mode,outcome,pnl
2026-09-22T16:21:02.681433+00:00,XAUUSDm,BUY,4278.16900,0.1,"EMA50 bullish crossover, ADX 57.6 trending, MACD rising, RSI 67.7",raw,loss,-310.99
2026-09-22T16:21:02.682788+00:00,XAUUSDm,BUY,4267.25800,0.1,"EMA50 bullish crossover, ADX 49.7 trending, MACD rising, RSI 60.1",raw,loss,-320.29
2026-09-22T16:21:02.683975+00:00,XAUUSDm,BUY,4247.11100,0.1,"EMA50 bullish crossover, ADX 40.4 trending, MACD rising, RSI 51.7",raw,win,647.90
2026-09-22T16:21:02.684901+00:00,XAUUSDm,BUY,4305.91900,0.1,"EMA50 bullish crossover, ADX 24.7 trending, MACD rising, RSI 65.9",raw,win,573.48
2026-09-22T16:21:02.685893+00:00,XAUUSDm,BUY,4339.31700,0.1,"EMA50 bullish crossover, ADX 31.9 trending, MACD rising, RSI 60.8",raw,win,561.03
2026-09-22T16:21:02.687017+00:00,XAUUSDm,BUY,4372.26200,0.1,"EMA50 bullish crossover, ADX 28.5 trending, MACD rising, RSI 50.7",raw,win,562.62
2026-09-22T16:21:02.687948+00:00,XAUUSDm,BUY,4369.11100,0.1,"EMA50 bullish crossover, ADX 22.5 trending, MACD rising, RSI 55.7",raw,win,480.37
2026-09-22T16:21:02.688938+00:00,XAUUSDm,BUY,4417.11900,0.1,"EMA50 bullish crossover, ADX 29.3 trending, MACD rising, RSI 63.1",raw,loss,-251.74
2026-09-22T16:21:02.690393+00:00,XAUUSDm,BUY,4490.23800,0.1,"EMA50 bullish crossover, ADX 30.0 trending, MACD rising, RSI 60.3",raw,loss,-247.98
2026-09-22T16:21:02.691507+00:00,XAUUSDm,BUY,4481.61100,0.1,"EMA50 bullish crossover, ADX 25.7 trending, MACD rising, RSI 55.3",raw,win,542.22
2026-09-22T16:21:02.692173+00:00,XAUUSDm,BUY,4521.77500,0.1,"EMA50 bullish crossover, ADX 25.4 trending, MACD rising, RSI 66.6",raw,win,606.52
2026-09-22T16:21:02.692833+00:00,XAUUSDm,BUY,4624.23100,0.1,"EMA50 bullish crossover, ADX 39.9 trending, MACD rising, RSI 68.3",raw,loss,-282.59
2026-09-22T16:21:02.694182+00:00,XAUUSDm,BUY,4632.16100,0.1,"EMA50 bullish crossover, ADX 40.5 trending, MACD rising, RSI 69.7",raw,win,644.15
2026-09-22T16:21:02.695046+00:00,XAUUSDm,BUY,4642.90800,0.1,"EMA50 bullish crossover, ADX 30.7 trending, MACD rising, RSI 50.9",raw,loss,-331.06
2026-09-22T16:21:02.696413+00:00,XAUUSDm,BUY,4635.36400,0.1,"EMA50 bullish crossover, ADX 20.7 trending, MACD rising, RSI 49.2",raw,loss,-315.97
2026-09-22T16:21:02.697634+00:00,XAUUSDm,BUY,4623.46600,0.1,"EMA50 bullish crossover, ADX 23.2 trending, MACD rising, RSI 51.8",raw,loss,-261.71
2026-09-22T16:21:02.699116+00:00,XAUUSDm,BUY,4614.84900,0.1,"EMA50 bullish crossover, ADX 23.3 trending, MACD rising, RSI 53.1",raw,loss,-292.14
2026-09-22T16:21:02.700309+00:00,XAUUSDm,BUY,4612.47700,0.1,"EMA50 bullish crossover, ADX 23.4 trending, MACD rising, RSI 54.9",raw,loss,-270.15
2026-09-22T16:21:02.702000+00:00,XAUUSDm,SELL,4435.72800,0.1,"EMA50 bearish crossover, ADX 43.8 trending, MACD falling, RSI 33.2",raw,win,638.22
2026-09-22T16:21:02.702894+00:00,XAUUSDm,SELL,4378.28000,0.1,"EMA50 bearish crossover, ADX 35.7 trending, MACD falling, RSI 31.4",raw,win,599.13
2026-09-22T16:21:02.703713+00:00,XAUUSDm,SELL,4308.58200,0.1,"EMA50 bearish crossover, ADX 49.6 trending, MACD falling, RSI 33.5",raw,loss,-282.05
2026-09-22T16:21:02.705355+00:00,XAUUSDm,SELL,4368.36900,0.1,"EMA50 bearish crossover, ADX 38.4 trending, MACD falling, RSI 57.1",raw,loss,-304.22
2026-09-22T16:21:02.707014+00:00,XAUUSDm,BUY,4443.92600,0.1,"EMA50 bullish crossover, ADX 40.9 trending, MACD rising, RSI 69.3",raw,win,494.93
2026-09-22T16:21:02.708149+00:00,XAUUSDm,BUY,4486.25300,0.1,"EMA50 bullish crossover, ADX 51.6 trending, MACD rising, RSI 67.0",raw,loss,-248.97
2026-09-22T16:21:02.709777+00:00,XAUUSDm,BUY,4483.53600,0.1,"EMA50 bullish crossover, ADX 47.4 trending, MACD rising, RSI 61.2",raw,loss,-244.57
2026-09-22T16:21:02.711304+00:00,XAUUSDm,SELL,4393.83300,0.1,"EMA50 bearish crossover, ADX 42.9 trending, MACD falling, RSI 31.4",raw,loss,-315.42
2026-09-22T16:21:02.712918+00:00,XAUUSDm,SELL,4413.21500,0.1,"EMA50 bearish crossover, ADX 43.2 trending, MACD falling, RSI 38.5",raw,win,734.56
2026-09-22T16:21:02.713816+00:00,XAUUSDm,SELL,4332.63500,0.1,"EMA50 bearish crossover, ADX 27.5 trending, MACD falling, RSI 33.3",raw,loss,-316.97
2026-09-22T16:21:02.715118+00:00,XAUUSDm,SELL,4361.61800,0.1,"EMA50 bearish crossover, ADX 23.9 trending, MACD falling, RSI 51.3",raw,win,728.80
2026-09-22T16:21:02.715847+00:00,XAUUSDm,SELL,4287.08000,0.1,"EMA50 bearish crossover, ADX 21.5 trending, MACD falling, RSI 33.7",raw,loss,-286.80
2026-09-22T16:21:02.717407+00:00,XAUUSDm,SELL,4283.34400,0.1,"EMA50 bearish crossover, ADX 25.6 trending, MACD falling, RSI 39.5",raw,loss,-306.70
2026-09-22T16:21:02.718892+00:00,XAUUSDm,SELL,4303.59300,0.1,"EMA50 bearish crossover, ADX 24.7 trending, MACD falling, RSI 48.3",raw,loss,-263.02
2026-09-22T16:21:02.720207+00:00,XAUUSDm,SELL,4261.12400,0.1,"EMA50 bearish crossover, ADX 28.6 trending, MACD falling, RSI 34.4",raw,loss,-354.52
2026-09-22T16:21:02.721559+00:00,XAUUSDm,SELL,4306.29000,0.1,"EMA50 bearish crossover, ADX 20.1 trending, MACD falling, RSI 50.1",raw,loss,-330.54
2026-09-22T16:21:02.722922+00:00,XAUUSDm,BUY,4366.88100,0.1,"EMA50 bullish crossover, ADX 30.6 trending, MACD rising, RSI 60.5",raw,loss,-276.86
2026-09-23T06:14:07.324416+00:00,XAUUSDm,BUY,4782.01600,0.1,"EMA50 bullish crossover, ADX 20.8 trending, MACD rising, RSI 62.5",raw,loss,-278.67
2026-09-23T06:14:07.333106+00:00,XAUUSDm,BUY,4794.48600,0.1,"EMA50 bullish crossover, ADX 20.8 trending, MACD rising, RSI 62.8",raw,win,614.29
2026-09-23T06:14:07.333619+00:00,XAUUSDm,BUY,4818.13100,0.1,"EMA50 bullish crossover, ADX 29.0 trending, MACD rising, RSI 55.3",raw,loss,-273.50
2026-09-23T06:14:07.334568+00:00,XAUUSDm,BUY,4812.63400,0.1,"EMA50 bullish crossover, ADX 24.1 trending, MACD rising, RSI 52.5",raw,loss,-285.47
2026-09-23T06:14:07.335441+00:00,XAUUSDm,SELL,4784.72100,0.1,"EMA50 bearish crossover, ADX 22.3 trending, MACD falling, RSI 40.8",raw,loss,-233.59
2026-09-23T06:14:07.336317+00:00,XAUUSDm,BUY,4799.25800,0.1,"EMA50 bullish crossover, ADX 24.1 trending, MACD rising, RSI 51.4",raw,win,469.15
2026-09-23T06:14:07.336770+00:00,XAUUSDm,BUY,4846.28900,0.1,"EMA50 bullish crossover, ADX 24.2 trending, MACD rising, RSI 67.8",raw,loss,-271.57
2026-09-23T06:14:07.337838+00:00,XAUUSDm,SELL,4779.33100,0.1,"EMA50 bearish crossover, ADX 27.2 trending, MACD falling, RSI 36.9",raw,loss,-334.00
2026-09-23T06:14:07.340552+00:00,XAUUSDm,BUY,4810.23000,0.1,"EMA50 bullish crossover, ADX 21.5 trending, MACD rising, RSI 52.0",raw,loss,-296.03
2026-09-23T06:14:07.342682+00:00,XAUUSDm,SELL,4723.25000,0.1,"EMA50 bearish crossover, ADX 24.5 trending, MACD falling, RSI 41.3",raw,win,584.91
2026-09-23T06:14:07.343354+00:00,XAUUSDm,SELL,4709.16500,0.1,"EMA50 bearish crossover, ADX 24.4 trending, MACD falling, RSI 44.7",raw,win,691.76
2026-09-23T06:14:07.344003+00:00,XAUUSDm,SELL,4584.62800,0.1,"EMA50 bearish crossover, ADX 43.6 trending, MACD falling, RSI 34.7",raw,win,505.86
2026-09-23T06:14:07.344715+00:00,XAUUSDm,SELL,4564.65600,0.1,"EMA50 bearish crossover, ADX 43.6 trending, MACD falling, RSI 48.5",raw,loss,-289.90
2026-09-23T06:14:07.345954+00:00,XAUUSDm,SELL,4605.00600,0.1,"EMA50 bearish crossover, ADX 22.6 trending, MACD falling, RSI 48.3",raw,loss,-239.48
2026-09-23T06:14:07.347010+00:00,XAUUSDm,SELL,4560.36200,0.1,"EMA50 bearish crossover, ADX 20.6 trending, MACD falling, RSI 31.0",raw,win,584.73
2026-09-23T06:14:07.347642+00:00,XAUUSDm,SELL,4543.51100,0.1,"EMA50 bearish crossover, ADX 20.9 trending, MACD falling, RSI 46.3",raw,loss,-248.80
2026-09-23T06:14:07.348829+00:00,XAUUSDm,BUY,4698.86600,0.1,"EMA50 bullish crossover, ADX 39.5 trending, MACD rising, RSI 67.2",raw,win,527.46
2026-09-23T06:14:07.349409+00:00,XAUUSDm,BUY,4731.28900,0.1,"EMA50 bullish crossover, ADX 41.6 trending, MACD rising, RSI 65.8",raw,loss,-294.61
2026-09-23T06:14:07.350386+00:00,XAUUSDm,BUY,4704.00200,0.1,"EMA50 bullish crossover, ADX 29.3 trending, MACD rising, RSI 48.9",raw,loss,-329.35
2026-09-23T06:14:07.351430+00:00,XAUUSDm,BUY,4699.76100,0.1,"EMA50 bullish crossover, ADX 28.3 trending, MACD rising, RSI 54.1",raw,win,607.04
2026-09-23T06:14:07.352038+00:00,XAUUSDm,BUY,4767.50900,0.1,"EMA50 bullish crossover, ADX 25.9 trending, MACD rising, RSI 68.7",raw,loss,-293.06
2026-09-23T06:14:07.352990+00:00,XAUUSDm,SELL,4672.98800,0.1,"EMA50 bearish crossover, ADX 20.9 trending, MACD falling, RSI 36.9",raw,loss,-306.28
2026-09-23T06:14:07.354058+00:00,XAUUSDm,BUY,4715.72300,0.1,"EMA50 bullish crossover, ADX 24.2 trending, MACD rising, RSI 55.7",raw,loss,-305.18
2026-09-23T06:14:07.355791+00:00,XAUUSDm,SELL,4652.26100,0.1,"EMA50 bearish crossover, ADX 20.8 trending, MACD falling, RSI 36.4",raw,win,522.82
2026-09-23T06:14:07.357269+00:00,XAUUSDm,SELL,4538.37800,0.1,"EMA50 bearish crossover, ADX 48.8 trending, MACD falling, RSI 35.3",raw,loss,-335.56
2026-09-23T06:14:07.358389+00:00,XAUUSDm,SELL,4546.39900,0.1,"EMA50 bearish crossover, ADX 35.6 trending, MACD falling, RSI 46.0",raw,loss,-370.61
